,race,age,engnat,gender,hand,source,country,O,C,E,A,N
5303,11,44,2,2,1,1,PH,4.2,4.4,3.8,3.9,4.0
5304,3,39,1,1,1,1,US,3.8,4.0,3.0,3.5,3.5
5305,4,21,2,1,1,1,IN,2.9,3.5,2.6,3.5,3.6
5306,13,27,1,2,1,2,US,2.7,2.7,2.8,2.7,2.0
5307,11,17,2,2,1,1,ID,3.3,3.1,2.9,3.1,3.9
5308,3,19,1,1,1,5,US,3.1,2.7,2.9,3.2,2.5
5309,11,20,2,2,1,1,PH,2.7,2.7,2.8,1.9,4.2
5310,3,17,2,1,1,2,SE,3.4,3.0,2.9,2.8,3.2
5311,12,23,2,2,1,1,GB,2.8,3.2,3.5,3.5,3.7
5312,1,13,1,2,1,1,MY,3.3,3.7,3.9,3.7,2.8
5313,11,21,2,2,1,2,MY,2.6,2.8,2.5,3.0,3.4
5314,13,49,2,2,1,1,DK,2.6,3.2,3.5,3.0,1.4
5315,11,17,1,1,1,1,AU,3.1,2.7,3.2,3.0,2.8
5316,3,19,1,2,2,2,AU,4.1,3.0,3.0,3.1,3.3
5317,9,23,2,1,1,2,PK,3.2,3.4,3.0,4.3,3.0
5318,11,41,2,1,1,1,ID,3.3,2.7,3.0,3.2,2.9
5319,11,21,2,2,1,2,ID,3.3,3.2,3.2,3.3,2.1
5320,1,16,1,2,1,5,AU,2.6,2.8,3.0,3.7,3.0
5321,3,21,2,1,1,1,RS,3.8,3.7,1.9,3.6,4.2
5322,10,20,1,1,1,2,VN,1.0,1.0,1.0,1.0,1.0
5323,3,40,1,2,1,5,US,3.2,3.4,3.0,3.3,2.7
5324,13,32,1,2,1,1,KE,2.3,3.0,2.3,2.4,2.6
5325,3,18,1,2,1,1,CA,3.1,3.4,3.0,2.9,2.6
5326,3,24,2,2,1,1,RO,3.6,3.8,2.9,3.4,2.7
5327,11,33,2,1,1,1,KH,3.4,3.6,3.4,2.8,2.5
5328,3,22,2,1,1,1,DK,3.5,3.4,3.3,3.1,2.9
5329,13,24,1,1,2,5,KE,3.4,3.1,2.8,2.7,3.1
5330,13,55,2,1,1,1,IN,3.6,3.0,3.3,3.4,2.1
5331,4,19,2,2,2,1,IN,2.9,2.2,3.5,4.1,4.6
5332,13,20,2,2,1,2,LB,2.7,2.9,2.9,3.0,4.2
5333,1,21,2,1,1,1,IN,3.9,4.1,3.4,3.8,4.3
5334,3,43,1,1,1,1,US,3.6,3.2,3.3,3.5,2.0
5335,3,24,1,2,1,5,GB,3.6,3.2,2.6,3.3,3.8
5336,1,29,2,1,2,2,SE,3.4,3.4,3.0,2.9,1.9
5337,13,25,1,2,1,1,KE,3.2,3.1,3.6,3.3,2.3
5338,1,21,1,1,1,5,GB,3.2,2.7,2.9,2.8,3.9
5339,4,28,2,1,1,1,IN,3.7,3.5,3.1,3.7,3.7
5340,11,23,2,1,1,1,PH,3.4,3.7,3.2,3.1,3.0
5341,3,49,2,1,1,1,DE,2.9,2.7,3.1,2.8,2.4
5342,3,17,2,2,1,2,SE,3.7,3.4,3.1,3.3,2.6
5343,4,16,2,2,1,1,IN,2.8,3.4,2.9,3.3,3.6
5344,3,39,2,2,1,5,PL,3.7,3.6,3.1,3.5,2.1
5345,3,51,0,2,1,2,US,3.9,3.3,3.4,3.3,2.8
5346,13,28,2,2,1,1,IT,2.6,2.8,3.7,3.2,3.0
5347,13,25,2,1,1,1,IN,2.1,2.1,1.9,2.8,4.2
5348,3,17,2,2,1,5,DE,3.3,2.7,2.7,3.2,3.3
5349,4,35,2,2,1,1,IN,3.0,3.0,2.9,3.1,3.8
5350,3,17,1,1,1,5,US,3.1,3.0,3.1,3.0,2.1
5351,3,30,1,1,1,1,PG,3.5,3.1,2.9,3.8,3.7
5352,4,27,2,2,1,1,IN,3.1,3.3,3.2,3.6,2.1
5353,1,21,1,2,1,2,US,3.3,2.8,3.3,3.1,2.7
5354,3,17,1,2,1,5,US,3.3,3.7,2.9,3.5,3.4
5355,4,17,2,1,1,5,US,3.2,4.0,3.6,3.7,3.2
5356,13,19,2,1,1,5,US,3.0,3.5,2.1,2.0,3.7
5357,13,17,2,1,1,5,US,2.8,2.6,3.1,3.1,2.1
5358,1,17,2,1,2,5,US,2.8,2.9,3.3,2.9,3.2
5359,3,48,1,2,1,1,US,2.9,3.0,2.5,3.2,2.4
5360,3,60,1,2,1,1,CZ,3.3,3.1,3.1,2.7,3.1
5361,3,18,1,1,1,1,GB,3.8,2.9,3.0,2.6,1.8
5362,1,20,0,1,1,1,ZA,3.5,2.7,3.2,2.9,2.7
5363,3,26,1,2,1,2,US,3.1,3.3,3.0,3.3,3.8
5364,13,17,1,2,1,5,US,3.2,3.0,3.5,3.1,2.5
5365,3,21,1,2,1,1,US,4.0,3.8,3.1,3.4,2.8
5366,13,17,1,2,1,5,US,2.6,4.2,2.6,3.8,3.0
5367,13,17,1,2,1,5,US,3.7,3.1,3.7,3.2,4.1
5368,5,17,1,2,1,1,US,3.0,2.5,3.7,2.7,3.2
5369,13,16,2,1,1,5,US,3.6,3.7,3.5,3.7,2.5
5370,4,19,2,1,1,1,IN,2.9,3.3,2.9,3.7,2.6
5371,5,38,2,2,1,1,US,3.4,3.1,2.8,3.3,2.7
5372,3,21,2,2,1,5,ZA,2.7,2.7,3.0,3.3,2.7
5373,3,21,2,2,2,5,DE,2.8,2.9,3.4,3.3,2.9
5374,3,28,2,1,1,5,DE,3.0,2.7,3.5,2.8,3.5
5375,11,16,2,2,1,5,MY,2.9,2.4,3.1,2.7,3.1
5376,3,23,1,1,1,3,GB,3.3,2.8,3.2,3.2,2.8
5377,3,21,2,1,1,2,BE,3.0,3.2,2.9,3.2,2.8
5378,13,19,2,2,1,1,PH,2.4,2.9,2.9,3.0,3.2
5379,4,16,2,2,1,1,IN,2.9,3.7,2.4,3.1,3.8
5380,4,23,2,2,1,1,AU,4.0,3.1,3.6,4.0,4.8
5381,3,20,1,2,1,2,US,3.5,3.0,3.0,2.8,3.4
5382,3,43,2,2,1,1,BE,3.6,4.3,2.8,3.3,3.5
5383,3,17,1,2,1,2,US,3.1,3.0,3.1,2.8,3.4
5384,4,17,1,1,1,1,IN,2.5,2.8,3.0,3.3,3.3
5385,13,16,2,2,1,2,IN,3.0,2.6,3.1,3.5,2.3
5386,3,44,1,1,1,1,US,2.9,3.0,2.6,3.5,3.1
5387,3,20,2,1,1,1,GR,3.9,2.7,2.5,2.6,2.1
5388,3,22,1,2,1,4,US,3.7,3.3,3.4,3.5,3.4
5389,3,26,2,2,1,1,PL,2.9,3.5,2.7,2.3,4.3
5390,5,21,2,2,2,2,BE,3.2,3.3,3.4,3.5,2.4
5391,1,18,1,1,1,1,JM,3.0,2.9,3.0,2.4,3.9
5392,13,20,1,2,1,2,US,3.6,3.2,3.3,3.2,2.2
5393,11,20,2,1,0,1,PK,2.9,2.7,2.8,3.4,3.5
5394,1,23,2,1,1,5,IN,3.0,3.4,3.4,3.8,4.2
5395,3,17,1,2,1,5,US,3.2,3.3,2.9,3.3,3.8
5396,13,18,1,2,3,4,US,2.5,3.3,3.0,2.9,3.2
5397,3,63,1,2,1,1,CA,3.5,3.3,3.1,3.1,2.2
5398,13,22,1,1,1,2,US,3.1,3.1,3.5,2.9,4.3
5399,1,21,1,2,1,2,US,2.9,3.2,3.4,3.9,2.7
5400,3,18,1,2,1,5,US,2.6,3.7,3.5,3.4,3.8
5401,3,15,1,2,1,5,US,3.3,3.3,2.7,3.1,3.9
5402,5,17,1,2,1,5,US,2.6,2.9,3.0,3.0,1.8
5403,13,17,2,1,1,5,US,3.4,2.8,3.0,3.3,2.7
5404,13,25,1,1,1,2,IN,3.8,3.8,2.5,3.4,1.9
5405,3,17,1,2,1,5,US,3.8,3.8,3.0,3.1,3.2
5406,3,16,1,1,1,5,US,2.9,2.6,3.3,2.8,3.9
5407,6,18,1,1,1,5,US,4.2,2.9,2.9,3.1,2.1
5408,4,22,2,2,2,1,IN,2.6,3.0,4.2,2.6,3.0
5409,3,16,1,2,1,1,GB,3.5,2.9,2.9,2.6,2.6
5410,3,40,2,2,1,2,NO,3.7,2.9,2.5,3.1,3.2
5411,13,19,1,1,2,1,US,3.6,2.4,2.5,3.0,3.5
5412,3,51,1,1,1,1,US,3.6,2.7,2.8,3.6,3.6
5413,13,17,1,1,2,1,US,2.9,3.4,3.2,3.5,3.7
5414,11,21,2,1,1,1,GB,3.3,3.7,2.9,2.4,2.5
5415,1,16,1,2,1,5,US,3.5,3.7,2.7,3.1,4.2
5416,13,16,1,2,1,5,US,3.4,4.1,3.6,3.3,3.7
5417,13,19,1,2,1,2,US,3.4,3.2,3.3,3.3,3.8
5418,1,38,1,2,1,1,GB,3.6,3.4,2.9,3.1,3.5
5419,3,45,1,2,1,1,US,3.4,3.1,3.4,3.3,3.2
5420,3,21,1,2,1,2,IE,3.6,3.0,2.8,3.0,2.4
5421,13,25,1,2,2,5,US,3.6,3.6,3.1,3.5,2.6
5422,3,23,1,1,1,2,US,3.8,3.6,2.9,3.3,3.7
5423,13,23,2,2,1,1,PK,3.4,3.5,2.9,3.5,3.7
5424,1,21,1,2,1,2,US,3.5,3.2,3.6,3.8,2.3
5425,3,19,1,1,1,1,US,3.1,3.2,2.8,2.8,2.8
5426,3,20,1,2,1,5,DE,2.7,2.6,2.9,3.1,3.0
5427,13,19,2,2,1,2,US,2.1,1.9,2.7,2.3,1.9
5428,13,16,2,1,1,1,IN,2.9,2.8,3.1,3.5,4.3
5429,3,17,1,2,1,1,US,3.3,3.7,3.5,2.9,3.7
5430,6,14,1,1,1,1,US,3.5,2.1,3.0,3.7,2.6
5431,3,17,1,1,1,1,US,3.4,3.1,3.1,3.1,3.4
5432,3,17,1,2,1,1,US,3.2,3.0,3.7,3.4,3.3
5433,5,16,1,2,3,1,US,2.7,2.4,3.2,3.1,3.0
5434,3,44,1,1,1,1,US,3.4,3.4,3.4,3.5,3.0
5435,3,21,1,2,2,2,US,3.5,2.9,2.7,3.3,2.6
5436,11,20,2,1,2,1,IN,3.7,3.3,3.0,3.8,4.1
5437,1,40,1,1,2,1,NZ,3.0,2.8,3.2,3.2,2.7
5438,1,18,2,2,1,2,PK,2.4,2.4,2.7,3.1,2.4
5439,3,31,2,2,1,1,IT,3.8,3.6,3.0,3.6,3.5
5440,3,21,1,2,1,2,US,3.4,3.0,2.7,3.1,3.1
5441,3,27,2,2,1,1,SE,3.5,3.7,2.6,3.2,3.4
5442,11,33,2,1,1,1,PH,3.6,3.4,3.1,3.4,2.6
5443,13,23,2,2,1,4,US,3.7,2.2,2.9,3.7,4.6
5444,13,40,1,2,1,1,US,3.2,3.0,2.8,3.5,3.3
5445,3,18,1,2,1,5,US,3.5,2.9,3.1,3.1,3.3
5446,6,19,1,2,1,1,US,3.0,2.8,3.2,2.8,3.9
5447,3,20,1,2,1,1,US,3.1,3.3,2.8,3.2,3.7
5448,4,20,2,1,1,1,IN,2.9,3.0,2.8,3.5,2.2
5449,3,61,1,2,1,2,US,3.7,2.4,2.8,3.2,2.1
5450,6,21,1,2,1,1,US,3.2,2.6,3.0,3.2,2.7
5451,3,18,1,1,1,1,US,3.0,2.8,3.3,3.2,3.5
5452,1,19,2,1,1,1,NL,3.3,3.2,2.9,3.0,3.3
5453,3,22,1,1,1,1,GB,3.5,2.7,3.0,3.9,3.6
5454,3,39,1,2,1,2,US,3.8,3.1,2.4,3.0,3.0
5455,3,34,2,1,1,2,SE,3.5,2.9,2.9,2.9,2.3
5456,3,36,1,2,2,1,GB,3.7,3.4,3.2,3.4,3.7
5457,3,16,1,1,1,1,IE,3.5,2.9,3.1,3.3,4.0
5458,3,28,1,2,1,2,US,3.0,3.5,2.8,2.6,2.6
5459,3,27,2,2,1,1,DK,3.6,3.4,2.3,2.8,3.6
5460,3,29,1,1,2,5,CA,3.4,2.8,3.1,3.2,3.0
5461,5,45,1,2,1,5,US,2.9,2.7,3.4,3.1,2.4
5462,3,22,1,2,1,2,US,3.7,2.6,3.1,2.9,3.3
5463,3,19,2,2,1,5,NO,3.1,2.5,3.0,3.4,4.0
5464,13,33,2,1,1,1,US,3.7,2.8,2.9,3.4,2.5
5465,3,41,2,2,2,1,SE,3.5,3.0,2.9,2.9,2.7
5466,3,29,2,1,1,1,DK,3.1,3.1,3.4,2.7,2.3
5467,3,18,1,2,1,1,US,3.0,3.2,2.8,3.2,3.4
5468,3,20,1,2,1,1,GB,3.1,3.2,3.1,3.1,4.0
5469,3,23,1,2,1,1,GB,3.1,2.5,3.2,3.2,2.9
5470,3,24,2,2,1,3,GB,4.0,2.7,3.2,3.7,2.9
5471,3,20,1,1,1,2,CA,4.0,3.3,3.1,2.9,2.3
5472,3,39,1,2,1,1,US,3.7,2.7,3.2,3.3,3.0
5473,13,21,1,1,1,1,US,3.1,4.2,3.3,3.3,3.0
5474,3,40,1,2,1,1,US,3.7,3.2,3.0,3.5,3.7
5475,4,23,1,1,1,1,IN,3.3,4.2,3.2,3.4,3.7
5476,5,25,2,1,2,1,PK,3.6,3.1,2.6,2.7,3.5
5477,3,19,1,2,1,1,US,3.2,3.7,3.0,3.5,3.9
5478,3,26,2,2,1,1,DE,3.5,3.3,2.9,3.0,3.1
5479,11,16,2,2,1,1,US,2.9,3.4,2.9,2.9,2.6
5480,3,17,1,1,1,2,AU,3.3,2.9,3.6,3.4,3.9
5481,3,54,2,2,1,1,AU,3.3,3.1,3.4,3.9,2.8
5482,3,20,1,2,1,1,US,3.3,3.4,3.5,3.3,3.5
5483,5,40,1,2,2,1,US,3.6,3.5,3.4,3.5,3.2
5484,13,17,1,1,1,1,AU,3.5,3.6,3.3,3.7,3.6
5485,3,16,1,1,2,1,AU,3.7,2.8,3.3,3.2,3.9
5486,3,17,1,1,1,1,AU,2.9,2.9,3.4,3.6,2.0
5487,13,17,2,1,1,1,AU,3.3,3.5,3.1,3.4,3.1
5488,11,17,2,1,1,5,AU,3.3,3.0,2.6,3.5,4.1
5489,3,24,1,1,1,1,US,3.4,2.9,3.4,2.9,2.4
5490,3,17,1,2,1,1,US,4.0,3.5,2.6,2.9,3.1
5491,3,25,1,2,1,1,US,3.5,3.6,2.8,3.3,1.9
5492,3,38,1,1,1,1,JP,3.7,3.3,2.6,3.0,3.6
5493,11,17,1,2,1,1,US,3.2,3.2,3.2,3.4,3.6
5494,11,18,2,2,1,1,CA,3.8,3.0,3.3,3.8,3.5
5495,3,24,1,2,2,1,US,3.1,2.8,3.2,3.1,3.6
5496,11,21,1,2,1,1,US,3.2,2.4,3.1,2.3,2.5
5497,3,42,1,2,1,1,AU,3.9,3.6,2.8,3.2,2.7
5498,3,33,1,2,1,2,US,3.0,3.3,3.1,3.0,2.7
5499,1,22,2,1,1,1,BR,3.0,3.4,3.6,4.8,4.1
5500,6,22,1,2,2,1,US,2.2,2.0,2.6,2.6,4.2
5501,3,20,1,2,1,1,US,3.5,3.7,3.0,3.1,3.4
5502,8,52,1,2,1,1,US,3.6,3.3,3.2,3.7,3.0
5503,3,50,1,2,1,5,US,4.1,3.4,3.3,3.5,2.3
5504,3,70,1,1,1,1,CA,2.8,3.3,3.0,3.1,2.7
5505,3,35,1,2,1,1,US,3.3,2.6,3.0,3.0,2.8
5506,3,34,1,2,1,2,US,3.0,3.2,2.7,3.2,3.1
5507,4,22,2,2,1,1,IN,2.8,3.2,2.3,3.1,3.7
5508,13,19,1,2,1,1,US,2.7,2.3,2.7,2.5,3.9
5509,1,15,1,1,1,5,CA,3.8,3.5,2.8,3.1,4.0
5510,3,28,1,1,1,2,CA,3.8,2.8,3.2,3.5,2.4
5511,3,14,1,2,1,1,US,3.2,3.6,1.9,3.4,2.7
5512,3,19,1,1,1,1,US,3.2,3.4,3.0,2.5,2.8
5513,1,25,1,2,1,2,US,3.1,3.3,2.9,3.1,3.0
5514,3,19,1,1,1,1,US,3.3,3.1,3.2,2.6,2.8
5515,3,54,1,1,1,1,US,3.3,3.2,2.8,3.4,2.7
5516,11,17,2,1,2,1,PH,3.8,3.7,3.1,3.9,2.6
5517,3,46,1,1,1,1,US,2.9,2.7,3.2,2.8,2.9
5518,3,16,1,1,1,1,US,2.4,3.2,2.6,3.7,4.1
5519,3,48,1,2,1,1,AU,3.7,3.2,3.2,3.3,2.3
5520,3,20,1,1,1,2,US,2.6,2.5,2.8,2.9,2.6
5521,3,16,1,2,1,1,AU,2.5,2.5,3.0,2.9,4.3
5522,11,32,2,2,1,1,PH,3.9,3.0,3.3,3.1,2.7
5523,3,16,1,1,2,1,AU,3.2,3.0,3.1,3.1,2.2
5524,3,27,1,2,1,1,US,3.7,3.7,3.2,3.7,3.4
5525,6,17,2,2,1,2,BR,3.5,3.7,2.8,2.2,3.6
5526,1,17,1,1,1,1,US,3.5,3.3,3.1,2.9,2.5
5527,13,38,2,1,1,1,NZ,3.4,2.9,3.2,3.0,1.9
5528,3,17,1,1,1,1,AU,2.9,3.1,3.4,2.9,2.4
5529,3,27,2,2,1,1,CN,3.2,2.8,3.1,2.8,3.0
5530,3,17,1,2,1,1,AU,3.7,3.1,3.2,3.4,4.0
5531,11,24,1,2,1,5,SG,3.3,3.1,2.9,3.5,3.5
5532,3,18,1,2,1,1,AU,3.2,3.5,2.7,2.8,3.9
5533,3,29,1,1,1,2,US,3.5,2.7,2.8,2.8,1.9
5534,1,36,1,2,1,1,US,3.8,3.1,3.1,2.9,3.0
5535,13,23,2,2,1,2,ZA,3.3,3.7,3.6,4.0,4.0
5536,3,20,2,1,1,1,NZ,2.9,3.3,3.5,2.9,2.1
5537,3,35,2,1,1,2,HU,2.9,3.4,3.2,2.5,2.3
5538,8,26,1,1,1,3,US,3.8,3.5,3.0,3.0,2.3
5539,13,62,1,2,1,5,US,3.1,2.7,3.3,2.7,2.2
5540,4,23,2,2,1,1,IN,3.5,2.7,2.9,3.5,3.7
5541,3,47,2,1,2,5,BE,3.4,2.9,2.7,3.3,3.0
5542,4,26,1,2,1,1,IN,3.4,3.3,3.0,2.8,3.8
5543,11,17,1,1,1,2,US,3.4,3.5,3.4,3.5,3.2
5544,3,40,2,2,2,1,BE,3.1,2.4,3.0,3.2,2.5
5545,4,18,2,2,1,1,IN,2.6,2.9,2.4,3.5,3.2
5546,11,17,2,2,1,1,NZ,3.1,2.6,2.8,2.8,2.6
5547,0,50,2,2,1,2,ID,4.0,3.4,2.7,3.0,3.7
5548,3,21,1,1,1,2,GB,2.9,2.8,2.8,3.1,3.0
5549,4,32,2,2,1,1,A1,3.5,2.8,2.9,3.5,2.9
5550,6,39,1,2,1,1,ZA,3.5,3.1,3.0,3.1,2.2
5551,3,17,1,1,2,1,US,3.2,3.2,3.4,3.3,4.0
5552,11,16,1,1,1,1,PH,3.5,3.2,2.8,2.7,2.7
5553,3,20,2,2,1,1,LT,3.4,3.1,2.9,3.1,4.2
5554,4,22,2,2,1,2,PK,2.9,2.9,3.0,3.0,3.1
5555,3,40,2,2,2,5,BE,3.3,2.4,3.1,3.4,2.4
5556,3,26,2,1,1,2,NL,3.6,3.5,3.0,3.0,2.7
5557,3,60,1,1,1,1,AU,4.1,4.0,3.7,3.5,2.4
5558,13,36,2,2,2,2,ZA,3.1,2.8,2.6,3.1,2.9
5559,11,25,2,2,1,5,BE,3.0,3.2,3.1,3.4,3.3
5560,1,39,1,2,1,1,CA,3.5,3.4,3.3,3.4,3.2
5561,3,49,2,2,2,2,NO,4.2,3.8,2.8,3.2,2.7
5562,4,19,2,1,1,1,IN,3.7,3.0,2.5,3.0,3.3
5563,3,22,1,1,0,1,GB,3.3,2.9,2.9,2.8,2.9
5564,3,25,2,1,1,1,IT,3.4,2.7,2.9,2.6,2.5
5565,11,16,2,1,1,1,PH,4.4,4.4,3.8,4.2,3.8
5566,3,41,1,1,1,1,GB,3.3,3.0,3.4,3.4,2.4
5567,1,24,2,2,1,1,IN,3.0,3.1,3.1,3.3,3.4
5568,3,27,2,1,1,5,BE,3.6,3.1,2.9,3.0,2.6
5569,13,23,1,2,1,5,US,3.1,3.2,3.7,2.6,3.6
5570,3,25,1,1,1,2,AU,3.6,2.9,2.7,3.4,2.0
5571,13,17,1,2,1,2,KE,2.9,2.9,3.9,3.8,2.1
5572,3,20,1,2,2,1,GB,3.3,2.8,3.1,3.4,3.9
5573,11,20,2,1,1,1,PH,2.9,2.7,3.4,2.9,2.6
5574,5,25,2,2,1,2,LB,3.4,3.4,3.3,3.2,3.2
5575,5,19,2,2,1,1,EG,3.7,3.9,4.0,3.6,4.0
5576,3,46,2,2,1,5,ZA,3.4,3.3,3.6,3.1,3.3
5577,13,27,2,2,2,5,BE,3.1,3.4,2.9,3.5,3.1
5578,11,31,2,2,1,1,PH,3.2,3.4,3.0,3.3,3.8
5579,11,17,2,1,1,1,HK,3.2,3.0,2.8,3.2,3.0
5580,3,18,2,1,1,1,RO,3.5,3.1,3.1,3.2,3.4
5581,3,24,2,2,2,1,GE,2.6,2.1,2.8,2.8,2.6
5582,13,26,2,1,1,2,KE,3.3,3.6,3.6,3.4,1.6
5583,3,24,2,1,1,1,GB,3.6,3.0,2.8,1.9,2.7
5584,3,33,2,2,1,1,IT,3.4,2.8,2.9,3.2,3.8
5585,4,19,2,2,1,1,IN,3.2,2.8,2.6,3.9,4.2
5586,13,18,1,1,1,5,US,3.2,3.0,3.7,3.1,4.0
5587,11,34,2,2,1,1,AE,2.3,3.0,3.0,3.2,3.2
5588,4,17,2,1,1,1,IN,4.0,3.6,2.6,3.2,3.8
5589,3,20,2,1,1,1,HU,3.1,3.4,3.1,3.4,3.4
5590,3,23,2,2,1,1,GR,3.8,3.9,2.7,3.0,4.1
5591,13,39,1,1,1,1,US,3.0,2.9,2.8,3.4,1.9
5592,3,24,2,2,1,1,BR,3.4,3.7,2.8,3.6,4.3
5593,3,23,1,1,1,2,US,3.2,3.2,2.8,3.2,2.4
5594,13,20,2,2,1,1,LK,2.5,2.8,2.3,3.1,3.6
5595,3,29,2,2,1,1,IT,3.7,3.5,3.0,3.7,3.1
5596,11,17,2,2,1,1,PH,3.4,3.1,3.3,2.9,2.6
5597,11,18,2,2,1,1,PH,3.1,3.5,2.3,3.0,3.5
5598,3,24,2,2,1,1,GB,3.4,2.6,3.1,3.2,2.5
5599,3,26,2,2,1,1,BE,3.4,3.4,3.4,2.9,1.6
5600,3,31,2,1,1,1,PT,3.4,3.2,3.0,3.0,2.6
5601,6,28,1,2,1,2,US,3.6,3.3,3.2,2.8,3.6
5602,1,21,1,1,1,1,AU,3.0,2.5,3.1,3.1,3.8
5603,11,20,2,2,2,1,PH,3.4,3.1,2.7,3.1,3.8
5604,11,17,2,2,1,1,PH,3.0,2.4,3.3,3.4,2.8
5605,12,40,2,1,1,1,NG,2.9,2.8,3.2,3.2,1.9
5606,11,31,2,2,1,1,US,3.6,4.3,3.4,4.1,3.7
5607,3,25,2,1,3,5,BE,3.7,2.7,3.2,2.8,2.2
5608,11,52,2,2,1,2,MY,2.9,3.3,2.6,3.7,2.6
5609,1,43,2,2,2,5,BE,3.2,3.5,2.6,3.5,2.3
5610,11,42,1,2,1,1,MY,3.2,3.8,3.6,4.1,3.7
5611,13,23,2,2,1,1,PK,3.1,2.9,2.8,2.5,3.2
5612,1,22,1,2,1,4,US,2.9,3.7,2.5,3.5,3.4
5613,11,24,2,2,2,1,MY,3.6,2.8,3.2,3.9,4.2
5614,4,18,1,1,3,1,US,3.5,3.0,2.8,3.8,3.2
5615,4,16,2,2,1,1,PK,3.4,3.8,2.3,3.6,3.6
5616,11,15,2,1,2,1,PH,3.2,2.9,3.0,3.3,3.0
5617,3,18,2,1,1,1,PT,4.0,3.4,3.2,3.3,4.3
5618,13,18,2,1,1,1,RO,3.5,3.6,3.2,3.4,2.5
5619,3,34,1,1,1,1,GB,3.3,3.1,3.1,3.1,3.1
5620,4,15,2,2,1,1,PK,3.7,3.4,3.7,3.7,3.5
5621,6,43,1,2,1,1,ZA,3.5,2.4,2.8,3.2,2.0
5622,3,22,1,2,1,1,US,3.9,3.4,3.1,3.0,4.1
5623,3,17,1,1,1,1,US,3.5,3.2,2.9,2.9,3.7
5624,1,22,2,2,1,1,HU,3.6,3.4,3.0,4.0,2.1
5625,4,26,1,2,1,2,US,3.5,3.7,3.1,3.2,3.0
5626,1,22,1,2,1,1,MX,3.0,2.9,2.7,3.3,3.1
5627,13,23,2,1,1,2,PK,2.9,3.5,3.1,4.2,4.3
5628,3,34,1,2,1,1,US,3.0,3.5,2.8,3.2,3.4
5629,3,36,1,2,1,1,US,2.9,3.3,2.7,3.2,2.8
5630,3,19,1,2,1,1,US,3.4,3.5,3.0,3.4,2.3
5631,1,17,1,1,2,1,US,3.3,3.0,3.2,3.1,2.2
5632,3,28,1,1,1,2,AU,3.1,2.8,2.6,2.7,2.0
5633,3,23,2,1,1,1,GR,2.8,3.4,3.5,3.1,4.1
5634,3,21,1,1,1,5,US,3.4,3.2,3.2,3.1,1.6
5635,3,33,1,2,1,2,US,3.2,3.2,3.1,2.9,2.7
5636,3,31,1,2,1,2,US,2.9,3.0,2.6,3.6,2.6
5637,13,24,1,2,1,1,US,4.2,4.6,3.6,3.4,2.2
5638,3,38,2,1,1,1,FR,3.4,3.1,3.0,3.0,3.1
5639,11,23,2,2,1,1,GB,2.9,3.2,2.7,3.1,3.4
5640,13,27,1,2,1,1,CA,3.5,3.3,3.2,3.1,2.7
5641,3,19,1,2,1,1,US,3.0,3.1,3.0,3.3,3.2
5642,3,35,1,2,1,5,GB,2.6,2.8,3.2,3.2,3.4
5643,1,21,1,2,2,2,US,2.1,3.2,2.8,3.6,3.1
5644,3,17,1,1,1,5,US,3.6,3.5,3.1,3.1,3.5
5645,13,15,1,1,1,3,CA,3.0,3.1,3.0,3.6,2.4
5646,3,26,1,1,1,2,US,3.7,3.5,2.7,2.9,3.9
5647,3,39,2,2,1,1,IT,3.4,3.0,3.1,3.5,2.9
5648,1,16,1,2,1,1,US,3.0,3.7,3.0,3.0,4.3
5649,13,24,1,2,1,2,US,2.8,2.9,3.5,3.4,2.4
5650,3,29,2,1,1,1,US,3.0,3.7,3.0,2.6,2.7
5651,3,17,1,1,1,1,US,3.5,3.4,3.2,3.7,3.3
5652,3,67,1,2,1,5,US,3.7,3.1,2.6,3.0,3.0
5653,1,18,1,1,1,1,US,4.0,3.9,3.2,4.1,3.2
5654,3,24,2,2,1,1,BG,2.9,2.6,3.0,2.5,2.9
5655,3,36,1,1,1,2,US,3.7,2.9,2.9,3.0,2.8
5656,3,75,1,2,1,1,US,3.7,3.0,3.2,3.2,3.6
5657,13,26,2,1,1,1,PK,3.3,3.2,3.3,3.3,2.0
5658,3,27,1,1,1,2,CA,3.7,3.0,3.3,3.0,2.0
5659,1,16,2,2,1,1,US,3.5,4.0,2.2,3.2,3.8
5660,5,27,2,1,1,2,CA,3.6,3.4,2.9,3.6,2.9
5661,1,40,1,2,1,1,US,3.0,3.4,2.9,2.6,3.0
5662,13,13,2,2,1,1,CA,2.2,2.8,2.6,2.3,2.0
5663,3,41,1,2,1,1,US,3.3,3.4,3.0,3.0,1.6
5664,3,42,2,1,1,2,US,3.6,3.6,2.7,3.9,2.6
5665,13,21,2,1,1,1,UA,3.0,3.0,2.7,3.5,2.5
5666,3,35,1,2,1,1,US,3.6,2.7,3.0,3.4,3.3
5667,13,21,2,2,1,5,UA,3.8,3.5,3.4,3.5,4.1
5668,3,36,1,2,1,1,CA,3.3,3.3,3.3,3.2,2.2
5669,1,20,1,2,3,1,US,3.7,3.1,3.0,3.2,3.1
5670,3,33,1,1,1,1,US,3.5,3.0,3.2,3.4,1.8
5671,1,25,1,2,1,1,US,3.1,3.0,3.1,2.7,3.8
5672,3,47,1,1,1,2,US,3.7,3.5,3.5,3.1,2.5
5673,3,23,2,2,1,2,NO,3.6,3.5,3.2,3.1,3.3
